Num,Horse Name,Age,Gender,Handicap Rating,Career Runs,Career Wins,Career Strike Rate,Career ROI,Career Placings,Career Place Strike Rate,Dry Track Runs,Dry Track Wins,Dry Track Strike Rate,Dry Track ROI,Wet Track Runs,Wet Track Wins,Wet Track Strike Rate,Wet Track ROI,Average Prize Money,Career Prize Money,Best Fixed Odds,BetEasy Odds,Weight,Weight Carried,Barrier,Prize Money,This Track Runs,This Track Wins,This Track Strike Rate,This Track ROI,This Track Places,This Track Place Strike Rate,This Distance Runs,This Distance Wins,This Distance Strike Rate,This Distance ROI,This Distance Places,This Distance Place Strike Rate,This Track Distance Runs,This Track Distance Wins,This Track Distance Strike Rate,This Track Distance ROI,This Track Distance Places,This Track Distance Place Strike Rate,This Condition Runs,This Condition Wins,This Condition Strike Rate,This Condition ROI,This Condition Places,This Condition Place Strike Rate,Jockey,Apprentice,Jockey Weight Claim,Jockey Last 100 Horse Earnings,Jockey Last 100 Avg Horse Earnings,Jockey Last 100 Starts,Jockey Last 100 Wins,Jockey Last 100 Strike Rate,Jockey Last 100 ROI,Jockey Last 100 Places,Jockey Last 100 Place Strike Rate,Jockey 12 Month Horse Earnings,Jockey 12 Month Avg Horse Earnings,Jockey 12 Months Starts,Jockey 12 Months Wins,Jockey 12 Months Strike Rate,Jockey 12 Months ROI,Jockey 12 Months Places,Jockey 12 Months Place Strike Rate,Jockey This Season Horse Earnings,Jockey This Season Avg Horse Earnings,Jockey This Season Starts,Jockey This Season Wins,Jockey This Season Strike Rate,Jockey This Season ROI,Jockey This Season Places,Jockey This Season Place Strike Rate,Jockey Last Season Horse Earnings,Jockey Last Season Avg Horse Earnings,Jockey Last Season Starts,Jockey Last Season Wins,Jockey Last Season Strike Rate,Jockey Last Season ROI,Jockey Last Season Places,Jockey Last Season Place Strike Rate,Trainer,Trainer Last 100 Horse Earnings,Trainer Last 100 Avg Horse Earnings,Trainer Last 100 Starts,Trainer Last 100 Wins,Trainer Last 100 Strike Rate,Trainer Last 100 ROI,Trainer Last 100 Places,Trainer Last 100 Place Strike Rate,Trainer 12 Month Horse Earnings,Trainer 12 Month Avg Horse Earnings,Trainer 12 Months Starts,Trainer 12 Months Wins,Trainer 12 Months Strike Rate,Trainer 12 Months ROI,Trainer 12 Months Places,Trainer 12 Months Place Strike Rate,Trainer This Season Horse Earnings,Trainer This Season Avg Horse Earnings,Trainer This Season Starts,Trainer This Season Wins,Trainer This Season Strike Rate,Trainer This Season ROI,Trainer This Season Places,Trainer This Season Place Strike Rate,Trainer Last Season Horse Earnings,Trainer Last Season Avg Horse Earnings,Trainer Last Season Starts,Trainer Last Season Wins,Trainer Last Season Strike Rate,Trainer Last Season ROI,Trainer Last Season Places,Trainer Last Season Place Strike Rate,Last Start Finish Position,Last Start Margin,Last Start Distance,Last Start Distance Change,Last Start Prize Money,Form Guide Url,Horse Profile Url,Jockey Profile Url,Trainer Profile Url,FinishResult
13,The Face,3,G,64,2,1,50,-22,2,100,0,0,0,0,2,1,50,-22,17433,34865,4.6,,53,53,10,125000,0,0,0,0,0,0,2,1,50,-22,2,100,0,0,0,0,0,0,0,0,0,0,0,0,James Innes Jnr,No,,577540,5775,100,8,8,-26,20,20,1981220,10006,198,15,7.58,-1,40,20.2,436230,7521,58,5,8.62,-61,16,27.59,2029865,8826,230,22,9.57,14,51,22.17,Gerald Ryan & Sterling Alexiou,1842990,18430,100,21,21,-9,45,45,5219905,10830,482,85,17.63,-17,201,41.7,2482520,13347,186,33,17.74,-3,83,44.62,4322060,9778,442,85,19.23,0,186,42.08,3,6.6,1100m,0,12500,https://www.punters.com.au/form-guide/royal-randwick_188075/easternbuilt-handicap_1086791/,https://www.punters.com.au/horses/the-face_764782/,https://www.punters.com.au/jockeys/james-innes-jnr_3485/,https://www.punters.com.au/trainers/gerald-ryan-and-sterling-alexiou_66/,2
2,Picnic Mic,6,G,0,3,0,0,-100,0,0,1,0,0,-100,2,0,0,-100,675,2024,73,,59.5,59.5,4,35000,0,0,0,0,0,0,1,0,0,-100,0,0,0,0,0,0,0,0,1,0,0,-100,0,0,Christine Puls,No,,149773,1498,100,5,5,22,15,15,479850,1797,267,15,5.62,-4,50,18.73,130480,1500,87,4,4.6,10,12,13.79,587738,2041,288,24,8.33,26,72,25,Simon Gebert,256526,2565,100,11,11,12,28,28,116961,1695,69,3,4.35,-67,14,20.29,27490,948,29,0,0,-100,4,13.79,165991,2813,59,7,11.86,44,17,28.81,6,7.1,1200m,200,517,https://www.punters.com.au/form-guide/bendigo_188131/adroit-insurance-maiden-plate_1087296/,https://www.punters.com.au/horses/picnic-mic_756016/,https://www.punters.com.au/jockeys/christine-puls_1897/,https://www.punters.com.au/trainers/simon-gebert_698/,6
3,Frisson,3,G,0,3,0,0,-100,1,33.33,0,0,0,0,3,0,0,-100,2877,8630,7,,58,58,8,35000,0,0,0,0,0,0,1,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamie Kah,No,,2945250,29453,100,13,13,-21,44,44,9724584,14428,674,108,16.02,-8,258,38.28,5849415,22412,261,47,18.01,4,114,43.68,6629347,10573,627,91,14.51,-8,221,35.25,Mathew Ellerton & Simon Zahra,597100,5971,100,11,11,-29,41,41,5407998,7358,735,79,10.75,-36,271,36.87,2097230,8289,253,32,12.65,-30,100,39.53,5053748,7588,666,73,10.96,-33,234,35.14,8,12.95,1400m,400,2000,https://www.punters.com.au/form-guide/bendigo_188131/adroit-insurance-maiden-plate_1087296/,https://www.punters.com.au/horses/frisson_758009/,https://www.punters.com.au/jockeys/jamie-kah_3421/,https://www.punters.com.au/trainers/mathew-ellerton-and-simon-zahra_894/,3
5,Snappy Magnus,3,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,,58,58,5,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Juana Andreou,No,,105649,1056,100,7,7,-25,19,19,43191,785,55,2,3.64,-87,7,12.73,8860,886,10,0,0,-100,1,10,73296,1163,63,6,9.52,13,11,17.46,Danielle Chapman,198136,1981,100,10,10,-14,24,24,3695,462,8,0,0,-100,0,0,1050,1050,1,0,0,-100,0,0,2645,378,7,0,0,-100,0,0,,,,,,https://www.punters.com.au/form-guide/bendigo_188131/adroit-insurance-maiden-plate_1087296/,https://www.punters.com.au/horses/snappy-magnus_789058/,https://www.punters.com.au/jockeys/juana-andreou_7963/,https://www.punters.com.au/trainers/danielle-chapman_962/,5
6,Zoutons,3,G,0,1,0,0,-100,1,100,0,0,0,0,1,0,0,-100,3150,3150,2.2,,58,58,2,35000,1,0,0,-100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noel Callow,No,,205300,2053,100,7,7,-52,28,28,2214262,4026,550,62,11.27,-36,188,34.18,786570,3608,218,22,10.09,-35,69,31.65,1997452,3987,501,64,12.77,-33,180,35.93,Brendon Hearps,524010,5240,100,15,15,-29,47,47,225525,17348,13,4,30.77,-23,11,84.62,159900,22843,7,3,42.86,-6,5,71.43,86875,9653,9,2,22.22,43,7,77.78,3,1.95,1100m,100,3150,https://www.punters.com.au/form-guide/bendigo_188131/adroit-insurance-maiden-plate_1087296/,https://www.punters.com.au/horses/zoutons_766930/,https://www.punters.com.au/jockeys/noel-callow_1301/,https://www.punters.com.au/trainers/brendon-hearps_1508/,1
7,Lady Zoffany,4,M,0,1,0,0,-100,0,0,0,0,0,0,1,0,0,-100,575,575,131,,57.5,56,7,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madison Lloyd,Yes,1.5,362932,3629,100,15,15,-5,34,34,1779191,2520,706,74,10.48,-18,208,29.46,989617,3288,301,37,12.29,-1,97,32.23,1038259,1978,525,52,9.9,-35,157,29.9,Brad Cole,99396,994,100,4,4,-72,24,24,21797,589,37,0,0,-100,4,10.81,8245,589,14,0,0,-100,1,7.14,26861,726,37,1,2.7,-86,6,16.22,6,10.7,1112m,112,575,https://www.punters.com.au/form-guide/bendigo_188131/adroit-insurance-maiden-plate_1087296/,https://www.punters.com.au/horses/lady-zoffany_785462/,https://www.punters.com.au/jockeys/madison-lloyd_15641/,https://www.punters.com.au/trainers/brad-cole_1823/,7
9,Wild Velocity,4,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,,57.5,57.5,3,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dean Holland,No,,281310,2813,100,9,9,-58,32,32,1830527,2441,750,51,6.8,-49,189,25.2,795075,2345,339,25,7.37,-50,87,25.66,1961698,2835,692,54,7.8,-41,192,27.75,Shay Keating,214479,2145,100,7,7,-40,22,22,225694,1980,114,7,6.14,-47,23,20.18,85070,1978,43,3,6.98,-52,10,23.26,176939,1824,97,4,4.12,-59,20,20.62,,,,,,https://www.punters.com.au/form-guide/bendigo_188131/adroit-insurance-maiden-plate_1087296/,https://www.punters.com.au/horses/wild-velocity_789059/,https://www.punters.com.au/jockeys/dean-holland_453/,https://www.punters.com.au/trainers/shay-keating_3504/,8
11,Dana Point,3,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,,56,56,1,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liam Riordan,Yes,,264295,2643,100,6,6,-44,20,20,1309275,3233,405,26,6.42,-16,83,20.49,678125,2961,229,15,6.55,-10,44,19.21,1071270,3327,322,23,7.14,-28,75,23.29,Brent Stanley,418327,4183,100,10,10,44,24,24,1039526,4539,229,27,11.79,10,59,25.76,330655,5087,65,6,9.23,-29,17,26.15,1111476,4117,270,36,13.33,9,88,32.59,,,,,,https://www.punters.com.au/form-guide/bendigo_188131/adroit-insurance-maiden-plate_1087296/,https://www.punters.com.au/horses/dana-point_789060/,https://www.punters.com.au/jockeys/liam-riordan_10108/,https://www.punters.com.au/trainers/brent-stanley_6537/,2
12,Halvoya,3,F,0,2,0,0,-100,0,0,1,0,0,-100,1,0,0,-100,315,630,7.1,,56,56,6,35000,0,0,0,0,0,0,1,0,0,-100,0,0,0,0,0,0,0,0,1,0,0,-100,0,0,Jye McNeil,No,,6086035,60860,100,14,14,39,37,37,14028610,14199,988,138,13.97,-14,371,37.55,8177135,31694,258,36,13.95,16,95,36.82,8279955,8158,1015,140,13.79,-13,365,35.96,Robbie Griffiths & Mathew de Kock,545435,5454,100,15,15,13,28,28,2656899,4184,635,53,8.35,-36,183,28.82,689890,4509,153,19,12.42,-6,41,26.8,2599064,4005,649,46,7.09,-45,183,28.2,10,11.1,1000m,0,630,https://www.punters.com.au/form-guide/bendigo_188131/adroit-insurance-maiden-plate_1087296/,https://www.punters.com.au/horses/halvoya_754087/,https://www.punters.com.au/jockeys/jye-mcneil_3183/,https://www.punters.com.au/trainers/robbie-griffiths-and-mathew-de-kock_935/,4
1,Change It Up,4,G,0,15,0,0,-100,1,6.67,6,0,0,-100,6,0,0,-100,836,12535,401,,59.5,59.5,8,35000,0,0,0,0,0,0,4,0,0,-100,0,0,0,0,0,0,0,0,6,0,0,-100,0,0,Jason Maskiell,No,,259300,2593,100,4,4,-75,31,31,1800104,2990,602,52,8.64,-28,176,29.24,783040,3023,259,22,8.49,-15,73,28.19,1868899,3044,614,58,9.45,-30,191,31.11,Anne McCormick,48783,595,82,2,2.44,-57,8,9.76,10313,645,16,0,0,-100,2,12.5,3240,540,6,0,0,-100,0,0,7073,707,10,0,0,-100,2,20,6,5.4,1887m,587,575,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/change-it-up_728289/,https://www.punters.com.au/jockeys/jason-maskiell_1949/,https://www.punters.com.au/trainers/anne-mccormick_977/,11
2,Cheneford,4,G,0,5,0,0,-100,0,0,2,0,0,-100,3,0,0,-100,435,2173,241,,59.5,59.5,1,35000,0,0,0,0,0,0,2,0,0,-100,0,0,0,0,0,0,0,0,2,0,0,-100,0,0,Dean Holland,No,,281310,2813,100,9,9,-58,32,32,1830527,2441,750,51,6.8,-49,189,25.2,795075,2345,339,25,7.37,-50,87,25.66,1961698,2835,692,54,7.8,-41,192,27.75,Danny Curran,202458,2025,100,6,6,-30,22,22,47848,1087,44,1,2.27,-41,5,11.36,11125,556,20,0,0,-100,0,0,127363,2599,49,5,10.2,37,14,28.57,11,9.75,1300m,0,,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/cheneford_746473/,https://www.punters.com.au/jockeys/dean-holland_453/,https://www.punters.com.au/trainers/danny-curran_1790/,7
3,Gentleman Roy,4,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,,59.5,59.5,11,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Stackhouse,No,,1094215,10942,100,11,11,-50,32,32,6798248,6248,1088,124,11.4,-27,379,34.83,3087480,10396,297,26,8.75,-38,96,32.32,5008178,4416,1134,138,12.17,-20,399,35.19,Tom Dabernig & Ben Hayes,575015,5750,100,14,14,-17,38,38,5609023,9443,594,66,11.11,-36,198,33.33,5415825,10161,533,62,11.63,-32,186,34.9,224702,3405,66,4,6.06,-68,12,18.18,,,,,,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/gentleman-roy_789061/,https://www.punters.com.au/jockeys/daniel-stackhouse_2539/,https://www.punters.com.au/trainers/tom-dabernig-and-ben-hayes_1829/,3
5,Ayrton,3,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,,58,58,6,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamie Kah,No,,2945250,29453,100,13,13,-21,44,44,9724584,14428,674,108,16.02,-8,258,38.28,5849415,22412,261,47,18.01,4,114,43.68,6629347,10573,627,91,14.51,-8,221,35.25,Mick Price & Michael Kent (Jnr),834950,8350,100,13,13,-45,43,43,7914695,8669,913,151,16.54,-3,375,41.07,3620220,9283,390,62,15.9,3,162,41.54,6412957,7927,809,122,15.08,-9,330,40.79,,,,,,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/ayrton_789062/,https://www.punters.com.au/jockeys/jamie-kah_3421/,https://www.punters.com.au/trainers/mick-price-and-michael-kent-jnr_864/,1
6,Cosmotrix,4,M,0,3,0,0,-100,1,33.33,1,0,0,-100,2,0,0,-100,1365,4096,151,,57.5,57.5,10,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-100,0,0,Christine Puls,No,,149773,1498,100,5,5,22,15,15,479850,1797,267,15,5.62,-4,50,18.73,130480,1500,87,4,4.6,10,12,13.79,587738,2041,288,24,8.33,26,72,25,Simon Gebert,256526,2565,100,11,11,12,28,28,116961,1695,69,3,4.35,-67,14,20.29,27490,948,29,0,0,-100,4,13.79,165991,2813,59,7,11.86,44,17,28.81,9,8.35,1200m,-100,700,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/cosmotrix_763264/,https://www.punters.com.au/jockeys/christine-puls_1897/,https://www.punters.com.au/trainers/simon-gebert_698/,9
7,Equicentre,4,M,0,10,0,0,-100,4,40,4,0,0,-100,4,0,0,-100,1473,14734,35,,57.5,56,3,35000,1,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,-100,2,50,Madison Lloyd,Yes,1.5,362932,3629,100,15,15,-5,34,34,1779191,2520,706,74,10.48,-18,208,29.46,989617,3288,301,37,12.29,-1,97,32.23,1038259,1978,525,52,9.9,-35,157,29.9,Helen Burns,93216,932,100,3,3,-74,14,14,66856,1045,64,3,4.69,-59,10,15.63,33595,1527,22,1,4.55,-32,6,27.27,58356,778,75,2,2.67,-85,8,10.67,3,4,1200m,-100,1840,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/equicentre_737209/,https://www.punters.com.au/jockeys/madison-lloyd_15641/,https://www.punters.com.au/trainers/helen-burns_2653/,6
8,Rokatta,4,M,0,12,0,0,-100,1,8.33,7,0,0,-100,1,0,0,-100,721,8649,73,,57.5,57.5,7,35000,1,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,-100,1,14.29,Declan Bates,No,,988625,9886,100,17,17,46,35,35,2626025,4899,536,53,9.89,-29,166,30.97,1408835,6773,208,26,12.5,-4,66,31.73,2128985,4618,461,37,8.03,-50,141,30.59,Daryl Archard,161962,1620,100,3,3,-78,17,17,187992,1469,128,4,3.13,-72,18,14.06,111260,2225,50,3,6,-55,10,20,112887,903,125,2,1.6,-86,14,11.2,3,2.85,1200m,-100,1840,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/rokatta_720645/,https://www.punters.com.au/jockeys/declan-bates_3640/,https://www.punters.com.au/trainers/daryl-archard_1997/,8
9,Flying Nostra,3,F,0,1,0,0,-100,0,0,0,0,0,0,1,0,0,-100,517,517,11,,56,56,9,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Craig Newitt,No,,253080,2531,100,9,9,54,30,30,3010033,3767,799,85,10.64,-23,237,29.66,1102270,3037,363,22,6.06,-27,86,23.69,2530401,4196,603,98,16.25,-14,233,38.64,Mick Price & Michael Kent (Jnr),834950,8350,100,13,13,-45,43,43,7914695,8669,913,151,16.54,-3,375,41.07,3620220,9283,390,62,15.9,3,162,41.54,6412957,7927,809,122,15.08,-9,330,40.79,10,8.85,1200m,-100,517,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/flying-nostra_763283/,https://www.punters.com.au/jockeys/craig-newitt_321/,https://www.punters.com.au/trainers/mick-price-and-michael-kent-jnr_864/,10
10,Jens,3,F,0,3,0,0,-100,1,33.33,3,0,0,-100,0,0,0,0,1177,3530,12,,56,56,5,35000,0,0,0,0,0,0,1,0,0,-100,0,0,0,0,0,0,0,0,3,0,0,-100,1,33.33,Harry Coffey,No,,406410,4064,100,13,13,-13,31,31,1689243,3111,543,62,11.42,-19,177,32.6,906385,3473,261,33,12.64,1,84,32.18,1741808,3311,526,74,14.07,-15,195,37.07,John McArdle,369910,3699,100,10,10,-42,35,35,1352819,4364,310,37,11.94,-19,111,35.81,426475,3614,118,12,10.17,-38,41,34.75,1413764,5104,277,37,13.36,-20,105,37.91,10,5.9,1300m,0,1000,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/jens_779829/,https://www.punters.com.au/jockeys/harry-coffey_3109/,https://www.punters.com.au/trainers/john-mcardle_813/,2
11,Kiss In Spring,3,F,0,3,0,0,-100,0,0,0,0,0,0,3,0,0,-100,613,1840,26.5,,56,56,2,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Bowditch,No,,265830,2658,100,7,7,-62,21,21,1355863,2525,537,35,6.52,-48,126,23.46,507745,2418,210,13,6.19,-58,47,22.38,848118,2594,327,22,6.73,-42,79,24.16,Shaun Dwyer,696405,6964,100,7,7,-34,23,23,275370,3825,72,4,5.56,-44,16,22.22,40440,1555,26,1,3.85,-63,7,26.92,650455,9566,68,6,8.82,-16,16,23.53,6,2.7,1212m,-88,575,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/kiss-in-spring_778768/,https://www.punters.com.au/jockeys/joe-bowditch_730/,https://www.punters.com.au/trainers/shaun-dwyer_39/,4
12,Sweet As Scandi,3,F,0,3,0,0,-100,0,0,2,0,0,-100,1,0,0,-100,525,1575,5,,56,56,4,35000,0,0,0,0,0,0,2,0,0,-100,0,0,0,0,0,0,0,0,2,0,0,-100,0,0,Jye McNeil,No,,6086035,60860,100,14,14,39,37,37,14028610,14199,988,138,13.97,-14,371,37.55,8177135,31694,258,36,13.95,16,95,36.82,8279955,8158,1015,140,13.79,-13,365,35.96,Robbie Griffiths & Mathew de Kock,545435,5454,100,15,15,13,28,28,2656899,4184,635,53,8.35,-36,183,28.82,689890,4509,153,19,12.42,-6,41,26.8,2599064,4005,649,46,7.09,-45,183,28.2,12,7.05,1300m,0,,https://www.punters.com.au/form-guide/bendigo_188131/wilson%c3%a2%e2%82%ac%e2%84%a2s-tree-services-maiden-plate_1087297/,https://www.punters.com.au/horses/sweet-as-scandi_745443/,https://www.punters.com.au/jockeys/jye-mcneil_3183/,https://www.punters.com.au/trainers/robbie-griffiths-and-mathew-de-kock_935/,5
1,Ambusher,8,G,0,53,0,0,-100,3,5.66,35,0,0,-100,11,0,0,-100,597,31655,131,,59.5,57.5,5,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,-100,3,8.82,Alana Kelly,Yes,2,185070,1851,100,7,7,-30,21,21,808086,1653,489,23,4.7,-60,103,21.06,349190,1867,187,11,5.88,-31,38,20.32,656891,1398,470,17,3.62,-69,97,20.64,Ron Hockley,63270,633,100,2,2,-81,15,15,42589,676,63,0,0,-100,11,17.46,23565,873,27,0,0,-100,4,14.81,29335,515,57,1,1.75,-93,8,14.04,7,5.15,2100m,-300,575,https://www.punters.com.au/form-guide/bendigo_188131/drake-international-maiden-plate_1087298/,https://www.punters.com.au/horses/ambusher_539287/,https://www.punters.com.au/jockeys/alana-kelly_15547/,https://www.punters.com.au/trainers/ron-hockley_9020/,7
3,Captain Meringue,5,G,0,15,0,0,-100,3,20,9,0,0,-100,6,0,0,-100,1473,22092,3.3,,59.5,59.5,7,35000,8,0,0,-100,2,25,2,0,0,-100,1,50,2,0,0,-100,1,50,9,0,0,-100,2,22.22,Jack Martin,No,,272200,2722,100,9,9,41,28,28,1005275,2285,440,38,8.64,-24,107,24.32,284800,2712,105,9,8.57,34,31,29.52,1131305,2337,484,43,8.88,-9,118,24.38,Matthew Enright,356235,3562,100,9,9,-4,28,28,15617,1420,11,0,0,-100,2,18.18,12580,2516,5,0,0,-100,2,40,15742,1124,14,0,0,-100,2,14.29,2,0.1,2200m,-200,3910,https://www.punters.com.au/form-guide/bendigo_188131/drake-international-maiden-plate_1087298/,https://www.punters.com.au/horses/captain-meringue_656525/,https://www.punters.com.au/jockeys/jack-martin_7649/,https://www.punters.com.au/trainers/matthew-enright_721/,2
4,Cerveau,5,G,0,27,0,0,-100,3,11.11,16,0,0,-100,11,0,0,-100,796,21482,61,,59.5,59.5,10,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,-100,2,12.5,Jason Maskiell,No,,259300,2593,100,4,4,-75,31,31,1800104,2990,602,52,8.64,-28,176,29.24,783040,3023,259,22,8.49,-15,73,28.19,1868899,3044,614,58,9.45,-30,191,31.11,Ted Grogan,84619,846,100,2,2,-13,8,8,55404,684,81,1,1.23,-68,3,3.7,28370,915,31,1,3.23,-16,1,3.23,74299,906,82,2,2.44,-13,8,9.76,5,9.5,1850m,-550,690,https://www.punters.com.au/form-guide/bendigo_188131/drake-international-maiden-plate_1087298/,https://www.punters.com.au/horses/cerveau_695850/,https://www.punters.com.au/jockeys/jason-maskiell_1949/,https://www.punters.com.au/trainers/ted-grogan_13346/,6
5,Fantastic Rock,6,G,0,13,0,0,-100,7,53.85,9,0,0,-100,4,0,0,-100,1889,24560,11.2,,59.5,59.5,3,35000,1,0,0,-100,1,100,4,0,0,-100,3,75,0,0,0,0,0,0,9,0,0,-100,5,55.56,Rhys McLeod,No,,539220,5392,100,12,12,-46,33,33,1055193,4272,247,27,10.93,-24,82,33.2,438335,4981,88,10,11.36,-44,30,34.09,923023,3783,244,26,10.66,-17,76,31.15,Steven Pateman,169867,1699,100,4,4,-16,17,17,127692,1520,84,3,3.57,-72,10,11.9,44600,1652,27,1,3.7,-82,3,11.11,227152,2442,93,6,6.45,12,22,23.66,4,8.7,2200m,-200,1035,https://www.punters.com.au/form-guide/bendigo_188131/drake-international-maiden-plate_1087298/,https://www.punters.com.au/horses/fantastic-rock_607531/,https://www.punters.com.au/jockeys/rhys-mcleod_1452/,https://www.punters.com.au/trainers/steven-pateman_14232/,9
6,Hooroorob,5,G,0,18,0,0,-100,4,22.22,12,0,0,-100,6,0,0,-100,909,16360,161,,59.5,59.5,8,35000,1,0,0,-100,0,0,1,0,0,-100,0,0,1,0,0,-100,0,0,12,0,0,-100,3,25,Liam Riordan,Yes,,264295,2643,100,6,6,-44,20,20,1309275,3233,405,26,6.42,-16,83,20.49,678125,2961,229,15,6.55,-10,44,19.21,1071270,3327,322,23,7.14,-28,75,23.29,John Keane,84882,849,100,4,4,-77,18,18,38470,1832,21,1,4.76,-71,5,23.81,28725,3192,9,1,11.11,-33,3,33.33,12175,716,17,0,0,-100,3,17.65,7,13.8,2000m,-400,700,https://www.punters.com.au/form-guide/bendigo_188131/drake-international-maiden-plate_1087298/,https://www.punters.com.au/horses/hooroorob_675266/,https://www.punters.com.au/jockeys/liam-riordan_10108/,https://www.punters.com.au/trainers/john-keane_3392/,8
8,Spirit Of The Cape,4,G,0,10,0,0,-100,2,20,6,0,0,-100,3,0,0,-100,1229,12286,6,,59.5,59.5,2,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-100,2,33.33,Jye McNeil,No,,6086035,60860,100,14,14,39,37,37,14028610,14199,988,138,13.97,-14,371,37.55,8177135,31694,258,36,13.95,16,95,36.82,8279955,8158,1015,140,13.79,-13,365,35.96,Patrick Keane,185007,1850,100,4,4,-76,17,17,163067,2013,81,3,3.7,-74,14,17.28,69465,2672,26,2,7.69,-40,7,26.92,115392,1625,71,2,2.82,-88,10,14.08,3,8,2600m,200,3150,https://www.punters.com.au/form-guide/bendigo_188131/drake-international-maiden-plate_1087298/,https://www.punters.com.au/horses/spirit-of-the-cape_717763/,https://www.punters.com.au/jockeys/jye-mcneil_3183/,https://www.punters.com.au/trainers/patrick-keane_14590/,10
9,Superior Ideology,4,G,0,6,0,0,-100,3,50,5,0,0,-100,1,0,0,-100,1467,8800,3.95,,59.5,59.5,9,35000,1,0,0,-100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-100,3,60,Craig Newitt,No,,253080,2531,100,9,9,54,30,30,3010033,3767,799,85,10.64,-23,237,29.66,1102270,3037,363,22,6.06,-27,86,23.69,2530401,4196,603,98,16.25,-14,233,38.64,Robert Hickmott,519447,5194,100,11,11,-31,41,41,801260,4501,178,18,10.11,-43,62,34.83,364555,5361,68,7,10.29,-28,31,45.59,782108,4888,160,19,11.88,-48,52,32.5,3,5.1,2200m,-200,1840,https://www.punters.com.au/form-guide/bendigo_188131/drake-international-maiden-plate_1087298/,https://www.punters.com.au/horses/superior-ideology_751540/,https://www.punters.com.au/jockeys/craig-newitt_321/,https://www.punters.com.au/trainers/robert-hickmott_4732/,5
