Num,Horse Name,Age,Gender,Handicap Rating,Career Runs,Career Wins,Career Strike Rate,Career ROI,Career Placings,Career Place Strike Rate,Dry Track Runs,Dry Track Wins,Dry Track Strike Rate,Dry Track ROI,Wet Track Runs,Wet Track Wins,Wet Track Strike Rate,Wet Track ROI,Average Prize Money,Career Prize Money,Best Fixed Odds,BetEasy Odds,Weight,Weight Carried,Barrier,Prize Money,This Track Runs,This Track Wins,This Track Strike Rate,This Track ROI,This Track Places,This Track Place Strike Rate,This Distance Runs,This Distance Wins,This Distance Strike Rate,This Distance ROI,This Distance Places,This Distance Place Strike Rate,This Track Distance Runs,This Track Distance Wins,This Track Distance Strike Rate,This Track Distance ROI,This Track Distance Places,This Track Distance Place Strike Rate,This Condition Runs,This Condition Wins,This Condition Strike Rate,This Condition ROI,This Condition Places,This Condition Place Strike Rate,Jockey,Apprentice,Jockey Weight Claim,Jockey Last 100 Horse Earnings,Jockey Last 100 Avg Horse Earnings,Jockey Last 100 Starts,Jockey Last 100 Wins,Jockey Last 100 Strike Rate,Jockey Last 100 ROI,Jockey Last 100 Places,Jockey Last 100 Place Strike Rate,Jockey 12 Month Horse Earnings,Jockey 12 Month Avg Horse Earnings,Jockey 12 Months Starts,Jockey 12 Months Wins,Jockey 12 Months Strike Rate,Jockey 12 Months ROI,Jockey 12 Months Places,Jockey 12 Months Place Strike Rate,Jockey This Season Horse Earnings,Jockey This Season Avg Horse Earnings,Jockey This Season Starts,Jockey This Season Wins,Jockey This Season Strike Rate,Jockey This Season ROI,Jockey This Season Places,Jockey This Season Place Strike Rate,Jockey Last Season Horse Earnings,Jockey Last Season Avg Horse Earnings,Jockey Last Season Starts,Jockey Last Season Wins,Jockey Last Season Strike Rate,Jockey Last Season ROI,Jockey Last Season Places,Jockey Last Season Place Strike Rate,Trainer,Trainer Last 100 Horse Earnings,Trainer Last 100 Avg Horse Earnings,Trainer Last 100 Starts,Trainer Last 100 Wins,Trainer Last 100 Strike Rate,Trainer Last 100 ROI,Trainer Last 100 Places,Trainer Last 100 Place Strike Rate,Trainer 12 Month Horse Earnings,Trainer 12 Month Avg Horse Earnings,Trainer 12 Months Starts,Trainer 12 Months Wins,Trainer 12 Months Strike Rate,Trainer 12 Months ROI,Trainer 12 Months Places,Trainer 12 Months Place Strike Rate,Trainer This Season Horse Earnings,Trainer This Season Avg Horse Earnings,Trainer This Season Starts,Trainer This Season Wins,Trainer This Season Strike Rate,Trainer This Season ROI,Trainer This Season Places,Trainer This Season Place Strike Rate,Trainer Last Season Horse Earnings,Trainer Last Season Avg Horse Earnings,Trainer Last Season Starts,Trainer Last Season Wins,Trainer Last Season Strike Rate,Trainer Last Season ROI,Trainer Last Season Places,Trainer Last Season Place Strike Rate,Last Start Finish Position,Last Start Margin,Last Start Distance,Last Start Distance Change,Last Start Prize Money,Form Guide Url,Horse Profile Url,Jockey Profile Url,Trainer Profile Url,FinishResult
11,Safeeya,3,F,0,4,0,0,-100,0,0,1,0,0,-100,2,0,0,-100,2423,9690,1.9,,56,56,7,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-100,0,0,Michael Walker,No,,1659385,16594,100,16,16,8,29,29,5115728,12094,423,64,15.13,-9,149,35.22,2020390,12707,159,24,15.09,-1,53,33.33,5742808,13838,415,54,13.01,-23,144,34.7,Mick Price & Michael Kent (Jnr),834950,8350,100,13,13,-45,43,43,7914695,8669,913,151,16.54,-3,375,41.07,3620220,9283,390,62,15.9,3,162,41.54,6412957,7927,809,122,15.08,-9,330,40.79,5,4.15,1200m,-200,945,https://www.punters.com.au/form-guide/cranbourne_188129/afc-peter-and-lavella-darose-maiden-plate_1087281/,https://www.punters.com.au/horses/safeeya_735864/,https://www.punters.com.au/jockeys/michael-walker_2052/,https://www.punters.com.au/trainers/mick-price-and-michael-kent-jnr_864/,1
12,Share The Rhythm,3,F,0,1,0,0,-100,0,0,0,0,0,0,1,0,0,-100,700,700,5.5,,56,56,1,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zac Spain,No,,400465,4005,100,8,8,-72,26,26,2754536,4161,662,66,9.97,-11,201,30.36,1114625,3791,294,31,10.54,-4,92,31.29,2483696,4078,609,54,8.87,-32,187,30.71,Mick Price & Michael Kent (Jnr),834950,8350,100,13,13,-45,43,43,7914695,8669,913,151,16.54,-3,375,41.07,3620220,9283,390,62,15.9,3,162,41.54,6412957,7927,809,122,15.08,-9,330,40.79,7,3.4,1200m,-200,700,https://www.punters.com.au/form-guide/cranbourne_188129/afc-peter-and-lavella-darose-maiden-plate_1087281/,https://www.punters.com.au/horses/share-the-rhythm_785097/,https://www.punters.com.au/jockeys/zac-spain_7939/,https://www.punters.com.au/trainers/mick-price-and-michael-kent-jnr_864/,2
1,Firestone,4,G,0,8,0,0,-100,3,37.5,4,0,0,-100,2,0,0,-100,1840,14723,11,,59.5,59.5,7,23000,0,0,0,0,0,0,4,0,0,-100,2,50,0,0,0,0,0,0,4,0,0,-100,2,50,Jamie Mott,No,,577375,5774,100,10,10,-61,32,32,2248766,4705,478,55,11.51,-26,158,33.05,1384330,4741,292,32,10.96,-39,99,33.9,2271416,5721,397,56,14.11,4,141,35.52,Adrian McGregor,275480,2755,100,15,15,-15,36,36,150035,8826,17,3,17.65,-39,9,52.94,141530,9435,15,3,20,-31,7,46.67,8505,4253,2,0,0,-100,2,100,3,,1200m,0,1840,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/firestone_725660/,https://www.punters.com.au/jockeys/jamie-mott_681/,https://www.punters.com.au/trainers/adrian-mcgregor_823/,5
2,Leaf,4,G,0,4,0,0,-100,0,0,2,0,0,-100,2,0,0,-100,649,2595,221,,59.5,59.5,3,23000,1,0,0,-100,0,0,1,0,0,-100,0,0,0,0,0,0,0,0,2,0,0,-100,0,0,Arron Lynch,No,,298730,2987,100,10,10,-38,34,34,1195950,2190,546,32,5.86,-36,119,21.79,563970,2673,211,17,8.06,-30,53,25.12,839570,1833,458,23,5.02,-41,95,20.74,Christopher Diplock,151691,1517,100,5,5,-59,17,17,78893,1066,74,1,1.35,-95,10,13.51,10145,564,18,0,0,-100,0,0,120076,1580,76,4,5.26,-49,16,21.05,4,8.25,1000m,-200,1750,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/leaf_777187/,https://www.punters.com.au/jockeys/arron-lynch_1973/,https://www.punters.com.au/trainers/christopher-diplock_6303/,9
3,With Edge,4,G,0,7,0,0,-100,4,57.14,2,0,0,-100,4,0,0,-100,4968,34775,4.4,,59.5,59.5,1,23000,1,0,0,-100,0,0,1,0,0,-100,1,100,0,0,0,0,0,0,2,0,0,-100,2,100,Jason Benbow,No,,247770,2478,100,6,6,-43,21,21,308815,2175,142,8,5.63,-47,28,19.72,308815,2175,142,8,5.63,-47,28,19.72,0,0,0,0,0,0,0,0,Doug Harrison,246723,2467,100,4,4,-87,26,26,222553,2419,92,3,3.26,-88,26,28.26,44155,1635,27,0,0,-100,9,33.33,295453,3015,98,7,7.14,-77,28,28.57,4,1.65,1100m,-100,1575,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/with-edge_745418/,https://www.punters.com.au/jockeys/jason-benbow_690/,https://www.punters.com.au/trainers/doug-harrison_959/,4
4,Fuzz Buzz,4,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,57.5,57.5,8,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Moor,No,,431415,4314,100,13,13,198,30,30,2023343,3507,577,54,9.36,128,163,28.25,1135405,4384,259,31,11.97,65,82,31.66,1567332,3293,476,30,6.3,138,114,23.95,Luke Oliver,379258,3793,100,14,14,-3,34,34,856887,3843,223,33,14.8,17,84,37.67,281745,4472,63,9,14.29,4,23,36.51,862580,3396,254,31,12.2,2,89,35.04,,,,,,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/fuzz-buzz_789041/,https://www.punters.com.au/jockeys/daniel-moor_405/,https://www.punters.com.au/trainers/luke-oliver_734/,3
5,Mum's Wish,4,M,0,4,0,0,-100,0,0,2,0,0,-100,2,0,0,-100,448,1792,301,,57.5,57.5,6,23000,0,0,0,0,0,0,3,0,0,-100,0,0,0,0,0,0,0,0,2,0,0,-100,0,0,Will Gordon,No,,275350,2754,100,9,9,-25,33,33,602476,2597,232,19,8.19,-12,70,30.17,277685,2696,103,9,8.74,-27,34,33.01,500801,2517,199,15,7.54,11,53,26.63,Logan McGill,341616,3416,100,9,9,-45,38,38,611348,2857,214,18,8.41,-10,69,32.24,250020,3732,67,5,7.46,-57,25,37.31,782086,4160,188,20,10.64,22,60,31.91,14,7.85,1200m,0,,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/mums-wish_750374/,https://www.punters.com.au/jockeys/will-gordon_15598/,https://www.punters.com.au/trainers/logan-mcgill_8743/,12
6,Nota Single Secret,4,M,0,3,0,0,-100,2,66.67,1,0,0,-100,2,0,0,-100,2638,7915,2.4,,57.5,57.5,9,23000,0,0,0,0,0,0,2,0,0,-100,1,50,0,0,0,0,0,0,1,0,0,-100,1,100,Michael Walker,No,,1659385,16594,100,16,16,8,29,29,5115728,12094,423,64,15.13,-9,149,35.22,2020390,12707,159,24,15.09,-1,53,33.33,5742808,13838,415,54,13.01,-23,144,34.7,Mick Price & Michael Kent (Jnr),834950,8350,100,13,13,-45,43,43,7914695,8669,913,151,16.54,-3,375,41.07,3620220,9283,390,62,15.9,3,162,41.54,6412957,7927,809,122,15.08,-9,330,40.79,3,0.2,1200m,0,1840,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/nota-single-secret_702740/,https://www.punters.com.au/jockeys/michael-walker_2052/,https://www.punters.com.au/trainers/mick-price-and-michael-kent-jnr_864/,2
7,Our Echelon,4,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,,57.5,57.5,11,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lewis German,Yes,,198970,1990,100,3,3,-74,19,19,1951718,4032,484,34,7.02,-5,107,22.11,603325,2681,225,16,7.11,32,46,20.44,1869078,5107,366,32,8.74,-38,105,28.69,Bruce & Jean Purcell,244932,2449,100,7,7,80,25,25,76672,3067,25,3,12,-34,8,32,61800,4754,13,3,23.08,27,5,38.46,37122,2320,16,1,6.25,-70,4,25,,,,,,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/our-echelon_789042/,https://www.punters.com.au/jockeys/lewis-german_14499/,https://www.punters.com.au/trainers/bruce-and-jean-purcell_3691/,10
8,Piccolo Cavallo,4,M,0,2,0,0,-100,0,0,1,0,0,-100,1,0,0,-100,575,1150,501,,57.5,56,2,23000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-100,0,0,Laura Lafferty,Yes,1.5,350140,3501,100,16,16,5,39,39,1364841,2509,544,53,9.74,-33,149,27.39,558835,2767,202,23,11.39,-22,59,29.21,915271,2317,395,37,9.37,-33,105,26.58,John Roberts,173128,1731,100,11,11,9,21,21,1850,463,4,0,0,-100,0,0,1275,425,3,0,0,-100,0,0,575,575,1,0,0,-100,0,0,7,10.9,1112m,-88,575,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/piccolo-cavallo_748015/,https://www.punters.com.au/jockeys/laura-lafferty_16646/,https://www.punters.com.au/trainers/john-roberts_738/,11
9,Ryan's Girl,4,M,0,10,0,0,-100,6,60,3,0,0,-100,7,0,0,-100,4271,42706,5.5,,57.5,57.5,5,23000,2,0,0,-100,1,50,5,0,0,-100,3,60,1,0,0,-100,0,0,3,0,0,-100,1,33.33,Brian Park,No,,259777,2598,100,9,9,-27,31,31,620607,2834,219,21,9.59,-32,71,32.42,218290,3164,69,9,13.04,-4,27,39.13,690032,2974,232,14,6.03,-49,67,28.88,Ross Pecora,174433,1744,100,4,4,-58,28,28,74641,2333,32,2,6.25,-42,9,28.13,23385,2126,11,1,9.09,-58,2,18.18,75556,2798,27,2,7.41,11,10,37.04,2,1.25,1400m,200,6300,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/ryans-girl_715420/,https://www.punters.com.au/jockeys/brian-park_201/,https://www.punters.com.au/trainers/ross-pecora_914/,1
10,Speed Cube,4,M,0,5,0,0,-100,1,20,2,0,0,-100,3,0,0,-100,805,4025,51,,57.5,56,4,23000,0,0,0,0,0,0,3,0,0,-100,0,0,0,0,0,0,0,0,2,0,0,-100,1,50,Matthew Cartwright,Yes,1.5,395820,3958,100,11,11,21,37,37,2024093,3532,573,73,12.74,-6,211,36.82,784680,3633,216,24,11.11,2,79,36.57,1326068,3409,389,53,13.62,-12,143,36.76,Janet Taylor,11933,702,17,3,17.65,-7,7,41.18,7630,1272,6,0,0,-100,1,16.67,6685,1337,5,0,0,-100,1,20,945,945,1,0,0,-100,0,0,11,10.45,1200m,0,,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/speed-cube_742486/,https://www.punters.com.au/jockeys/matthew-cartwright_16762/,https://www.punters.com.au/trainers/janet-taylor_5091/,7
11,Toramour,4,M,0,5,0,0,-100,1,20,1,0,0,-100,0,0,0,0,2072,10358,18,,57.5,57.5,10,23000,0,0,0,0,0,0,3,0,0,-100,0,0,0,0,0,0,0,0,1,0,0,-100,0,0,Teodore Nugent,Yes,,388855,3889,100,8,8,-50,31,31,3062030,4646,659,67,10.17,16,202,30.65,1060085,4436,239,31,12.97,41,83,34.73,3107023,4870,638,61,9.56,-4,187,29.31,Wendy Kelly,259884,2599,100,4,4,-81,28,28,493351,2954,167,13,7.78,-60,49,29.34,198050,3415,58,4,6.9,-69,19,32.76,535751,3097,173,15,8.67,-47,49,28.32,10,8.85,1400m,200,630,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/toramour_737695/,https://www.punters.com.au/jockeys/teodore-nugent_14307/,https://www.punters.com.au/trainers/wendy-kelly_943/,6
12,Viking Myth,5,M,0,11,0,0,-100,0,0,8,0,0,-100,3,0,0,-100,790,8695,181,,57.5,57.5,12,23000,2,0,0,-100,0,0,6,0,0,-100,0,0,0,0,0,0,0,0,8,0,0,-100,0,0,Zac Spain,No,,400465,4005,100,8,8,-72,26,26,2754536,4161,662,66,9.97,-11,201,30.36,1114625,3791,294,31,10.54,-4,92,31.29,2483696,4078,609,54,8.87,-32,187,30.71,Gary Mallinson,178333,1783,100,16,16,7,23,23,7820,652,12,0,0,-100,0,0,2310,770,3,0,0,-100,0,0,10790,635,17,0,0,-100,0,0,4,6.5,1200m,0,1035,https://www.punters.com.au/form-guide/cranbourne_188129/obrien-real-estate-maiden-plate_1087282/,https://www.punters.com.au/horses/viking-myth_727961/,https://www.punters.com.au/jockeys/zac-spain_7939/,https://www.punters.com.au/trainers/gary-mallinson_3103/,8
1,Reward,4,M,62,5,1,20,40,1,20,2,0,0,-100,2,1,50,250,4899,24493,12,,62,62,2,22000,0,0,0,0,0,0,4,1,25,75,1,25,0,0,0,0,0,0,2,0,0,-100,0,0,Ethan Brown,No,,354510,3545,100,11,11,-53,30,30,1747049,4240,412,54,13.11,-29,147,35.68,565800,3514,161,18,11.18,-34,52,32.3,1778099,4326,411,55,13.38,-27,146,35.52,Michael Kent,400339,4003,100,8,8,-45,31,31,1358739,6693,203,29,14.29,-25,88,43.35,338855,4236,80,7,8.75,-40,26,32.5,1359624,6568,207,30,14.49,-30,99,47.83,12,10.55,1200m,0,,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/reward_681776/,https://www.punters.com.au/jockeys/ethan-brown_11549/,https://www.punters.com.au/trainers/michael-kent_858/,3
2,Galgani,4,M,61,7,1,14.29,-63,5,71.43,2,0,0,-100,5,1,20,-48,7430,52011,3.4,,61.5,61.5,10,22000,1,0,0,-100,1,100,3,0,0,-100,2,66.67,1,0,0,-100,1,100,2,0,0,-100,2,100,Brian Park,No,,259777,2598,100,9,9,-27,31,31,620607,2834,219,21,9.59,-32,71,32.42,218290,3164,69,9,13.04,-4,27,39.13,690032,2974,232,14,6.03,-49,67,28.88,Nikki Burke,400282,4003,100,10,10,-16,37,37,207622,4417,47,5,10.64,-28,20,42.55,49825,3833,13,1,7.69,-76,5,38.46,267617,4182,64,8,12.5,25,26,40.63,1,0,1400m,200,25095,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/galgani_743457/,https://www.punters.com.au/jockeys/brian-park_201/,https://www.punters.com.au/trainers/nikki-burke_239/,1
3,Riverina Lass,6,M,61,22,2,9.09,-72,9,40.91,8,0,0,-100,14,2,14.29,-56,3457,76060,15,,61.5,61.5,1,22000,7,1,14.29,-59,4,57.14,3,0,0,-100,0,0,1,0,0,-100,0,0,8,0,0,-100,3,37.5,Brian Higgins,No,,218355,2184,100,3,3,-78,27,27,938794,2279,412,24,5.83,-31,101,24.51,350010,2555,137,7,5.11,-40,39,28.47,874814,2098,417,22,5.28,-43,95,22.78,Cindy Alderson,405126,4051,100,10,10,25,36,36,918216,4937,186,21,11.29,18,69,37.1,230900,5020,46,4,8.7,-60,22,47.83,963141,5535,174,21,12.07,35,62,35.63,9,3.55,1400m,200,700,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/riverina-lass_603431/,https://www.punters.com.au/jockeys/brian-higgins_200/,https://www.punters.com.au/trainers/cindy-alderson_13723/,5
5,Kissing Game,6,M,60,16,1,6.25,-69,7,43.75,13,1,7.69,-62,3,0,0,-100,4053,64850,14.2,,61,61,3,22000,0,0,0,0,0,0,7,1,14.29,-29,4,57.14,0,0,0,0,0,0,13,1,7.69,-62,6,46.15,Zac Spain,No,,400465,4005,100,8,8,-72,26,26,2754536,4161,662,66,9.97,-11,201,30.36,1114625,3791,294,31,10.54,-4,92,31.29,2483696,4078,609,54,8.87,-32,187,30.71,Jeff Carstein,64080,675,95,3,3.16,-72,15,15.79,8100,506,16,0,0,-100,2,12.5,2570,857,3,0,0,-100,0,0,5530,425,13,0,0,-100,2,15.38,4,2.55,1200m,0,1750,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/kissing-game_543805/,https://www.punters.com.au/jockeys/zac-spain_7939/,https://www.punters.com.au/trainers/jeff-carstein_2278/,8
6,Lonado,4,M,60,9,1,11.11,-53,1,11.11,2,0,0,-100,4,0,0,-100,3803,34230,14,,61,61,7,22000,0,0,0,0,0,0,3,0,0,-100,0,0,0,0,0,0,0,0,2,0,0,-100,0,0,Daniel Moor,No,,431415,4314,100,13,13,198,30,30,2023343,3507,577,54,9.36,128,163,28.25,1135405,4384,259,31,11.97,65,82,31.66,1567332,3293,476,30,6.3,138,114,23.95,Mathew Ellerton & Simon Zahra,597100,5971,100,11,11,-29,41,41,5407998,7358,735,79,10.75,-36,271,36.87,2097230,8289,253,32,12.65,-30,100,39.53,5053748,7588,666,73,10.96,-33,234,35.14,11,11.05,1600m,400,,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/lonado_732072/,https://www.punters.com.au/jockeys/daniel-moor_405/,https://www.punters.com.au/trainers/mathew-ellerton-and-simon-zahra_894/,6
8,Miss Kansas,3,F,60,6,1,16.67,917,1,16.67,4,1,25,1425,2,0,0,-100,6668,40005,13,,59.5,59.5,8,22000,0,0,0,0,0,0,2,0,0,-100,0,0,0,0,0,0,0,0,4,1,25,1425,1,25,Beau Mertens,No,,228525,2285,100,7,7,-62,24,24,2218950,4251,522,52,9.96,11,159,30.46,398935,2933,136,14,10.29,24,39,28.68,2372912,4127,575,46,8,-16,166,28.87,Robbie Griffiths & Mathew de Kock,545435,5454,100,15,15,13,28,28,2656899,4184,635,53,8.35,-36,183,28.82,689890,4509,153,19,12.42,-6,41,26.8,2599064,4005,649,46,7.09,-45,183,28.2,4,2.25,1000m,-200,990,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/miss-kansas_754086/,https://www.punters.com.au/jockeys/beau-mertens_8066/,https://www.punters.com.au/trainers/robbie-griffiths-and-mathew-de-kock_935/,7
9,Marcada,4,M,56,15,1,6.67,40,2,13.33,11,1,9.09,91,3,0,0,-100,3929,58930,4,,59,59,4,22000,3,1,33.33,600,1,33.33,3,0,0,-100,0,0,0,0,0,0,0,0,11,1,9.09,91,1,9.09,Ben Allen,No,,477285,4773,100,8,8,-37,30,30,2081821,3778,551,53,9.62,-42,166,30.13,1194305,4048,295,26,8.81,-39,88,29.83,1912196,4026,475,47,9.89,-39,139,29.26,Gavin Bedggood,408578,4086,100,12,12,14,26,26,299308,3741,80,8,10,-20,19,23.75,188955,5726,33,2,6.06,-41,8,24.24,219063,3319,66,10,15.15,43,18,27.27,8,4.85,1300m,100,1000,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/marcada_700563/,https://www.punters.com.au/jockeys/ben-allen_9146/,https://www.punters.com.au/trainers/gavin-bedggood_14458/,4
11,Geraldine's Jewel,4,M,54,12,1,8.33,408,2,16.67,9,1,11.11,578,3,0,0,-100,7072,84860,6,,58,58,5,22000,0,0,0,0,0,0,4,1,25,1425,1,25,0,0,0,0,0,0,9,1,11.11,578,2,22.22,Jamie Mott,No,,577375,5774,100,10,10,-61,32,32,2248766,4705,478,55,11.51,-26,158,33.05,1384330,4741,292,32,10.96,-39,99,33.9,2271416,5721,397,56,14.11,4,141,35.52,Luke Oliver,379258,3793,100,14,14,-3,34,34,856887,3843,223,33,14.8,17,84,37.67,281745,4472,63,9,14.29,4,23,36.51,862580,3396,254,31,12.2,2,89,35.04,9,8.35,1100m,-100,500,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/geraldines-jewel_694361/,https://www.punters.com.au/jockeys/jamie-mott_681/,https://www.punters.com.au/trainers/luke-oliver_734/,2
12,Infernal,8,M,54,35,4,11.43,72,11,31.43,30,3,10,88,4,1,25,-10,2320,81190,51,,58,55,9,22000,2,0,0,-100,1,50,13,1,7.69,-50,5,38.46,2,0,0,-100,1,50,30,3,10,88,9,30,Emily Brown,Yes,3,161160,1612,100,6,6,-16,17,17,349052,1694,206,12,5.83,-35,35,16.99,166560,1571,106,6,5.66,-20,18,16.98,213107,1691,126,7,5.56,-53,25,19.84,Mark Sues,244345,2443,100,7,7,-7,23,23,204390,2800,73,6,8.22,22,19,26.03,32640,2720,12,1,8.33,42,3,25,209660,2496,84,6,7.14,-10,20,23.81,5,99,1106m,-94,660,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/infernal_412610/,https://www.punters.com.au/jockeys/emily-brown_16682/,https://www.punters.com.au/trainers/mark-sues_6321/,9
13,Our Ellie Rose,4,M,53,14,1,7.14,-7,2,14.29,9,0,0,-100,5,1,20,160,1617,22640,201,,57.5,57.5,6,22000,0,0,0,0,0,0,7,1,14.29,86,2,28.57,0,0,0,0,0,0,9,0,0,-100,0,0,Kate Walters,No,,76356,764,100,0,0,-100,7,7,311817,1155,270,5,1.85,-68,36,13.33,66310,799,83,0,0,-100,5,6.02,429147,1522,282,9,3.19,-52,48,17.02,Wayne Walters,89835,898,100,1,1,-79,8,8,355971,1290,276,8,2.9,-46,43,15.58,89960,900,100,1,1,-79,8,8,480181,1740,276,12,4.35,-34,52,18.84,12,16.2,1100m,-100,,https://www.punters.com.au/form-guide/cranbourne_188129/core-protection-fandm-bm58-handicap_1087284/,https://www.punters.com.au/horses/our-ellie-rose_716145/,https://www.punters.com.au/jockeys/kate-walters_1959/,https://www.punters.com.au/trainers/wayne-walters_673/,10
1,Ajyaal,4,G,63,8,2,25,-38,4,50,5,2,40,-1,1,0,0,-100,5064,40510,33,,62.5,59.5,3,22000,2,0,0,-100,0,0,4,2,50,24,3,75,1,0,0,-100,0,0,5,2,40,-1,4,80,Emily Brown,Yes,3,161160,1612,100,6,6,-16,17,17,349052,1694,206,12,5.83,-35,35,16.99,166560,1571,106,6,5.66,-20,18,16.98,213107,1691,126,7,5.56,-53,25,19.84,Tetyana Furdetska,118820,1251,95,1,1.05,-91,11,11.58,62215,1270,49,0,0,-100,6,12.24,15255,1090,14,0,0,-100,1,7.14,53125,1265,42,0,0,-100,5,11.9,8,7.45,1000m,-400,700,https://www.punters.com.au/form-guide/cranbourne_188129/mercedes-benz-mornington-bm58-handicap_1087285/,https://www.punters.com.au/horses/ajyaal_721100/,https://www.punters.com.au/jockeys/emily-brown_16682/,https://www.punters.com.au/trainers/tetyana-furdetska_14533/,8
3,En Aval,5,M,64,11,2,18.18,-7,5,45.45,3,1,33.33,40,5,1,20,20,5349,58835,6,,61,61,7,22000,0,0,0,0,0,0,3,1,33.33,100,2,66.67,0,0,0,0,0,0,3,1,33.33,40,1,33.33,Jamie Mott,No,,577375,5774,100,10,10,-61,32,32,2248766,4705,478,55,11.51,-26,158,33.05,1384330,4741,292,32,10.96,-39,99,33.9,2271416,5721,397,56,14.11,4,141,35.52,Luke Oliver,379258,3793,100,14,14,-3,34,34,856887,3843,223,33,14.8,17,84,37.67,281745,4472,63,9,14.29,4,23,36.51,862580,3396,254,31,12.2,2,89,35.04,2,0.75,1479m,79,3740,https://www.punters.com.au/form-guide/cranbourne_188129/mercedes-benz-mornington-bm58-handicap_1087285/,https://www.punters.com.au/horses/en-aval_691656/,https://www.punters.com.au/jockeys/jamie-mott_681/,https://www.punters.com.au/trainers/luke-oliver_734/,6
4,Iskra,5,M,64,21,4,19.05,64,9,42.86,9,1,11.11,-62,7,2,28.57,157,3430,72020,4,,61,61,8,22000,3,0,0,-100,2,66.67,7,1,14.29,0,4,57.14,1,0,0,-100,1,100,9,1,11.11,-62,4,44.44,Matthew Allen,No,,289755,2898,100,11,11,22,32,32,812343,2891,281,30,10.68,-4,97,34.52,268655,3237,83,11,13.25,47,28,33.73,804423,2823,285,26,9.12,-29,92,32.28,Nikki Burke,400282,4003,100,10,10,-16,37,37,207622,4417,47,5,10.64,-28,20,42.55,49825,3833,13,1,7.69,-76,5,38.46,267617,4182,64,8,12.5,25,26,40.63,8,6.35,1469m,69,550,https://www.punters.com.au/form-guide/cranbourne_188129/mercedes-benz-mornington-bm58-handicap_1087285/,https://www.punters.com.au/horses/iskra_646980/,https://www.punters.com.au/jockeys/matthew-allen_996/,https://www.punters.com.au/trainers/nikki-burke_239/,4
